timestamp,value1,value2,value3,value4,value5

7th May 2018,"[b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f606', b'\\U0001f618', b'\\U0001f91e']"

6th May 2018,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f609']"

5th May 2018,"[b'\\U0001f642', b'\\U0001f60d', b'\\U0001f914', b'\\U0001f619', b'\\U0001f61b']"

4th May 2018,"[b'\\u26f7', b'\\U0001f37e', b'\\U0001f42c', b'\\U0001f308', b'\\U0001f61c']"

3rd May 2018,"[b'\\U0001f601', b'\\U0001f60e', b'\\U0001f643', b'\\U0001f630', b'\\U0001f616']"

2nd May 2018,"[b'\\U0001f427', b'\\U0001f577', b'\\u2618', b'\\U0001f377', b'\\U0001f3bc']"

1st May 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f917', b'\\U0001f47b']"

30th April 2018,"[b'\\U0001f602', b'\\U0001f61c', b'\\U0001f604', b'\\U0001f913', b'\\U0001f914']"

29th April 2018,"[b'\\U0001f602', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60e']"

28th April 2018,"[b'\\U0001f618', b'\\U0001f60e', b'\\U0001f4a9', b'\\U0001f47b', b'\\U0001f914']"

27th April 2018,"[b'\\U0001f601', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f917']"

26th April 2018,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f616', b'\\U0001f608']"

25th April 2018,"[b'\\U0001f607', b'\\U0001f618', b'\\U0001f618', b'\\U0001f984', b'\\U0001f98a']"

24th April 2018,"[b'\\U0001f4a9', b'\\U0001f431', b'\\U0001f431', b'\\U0001f981', b'\\U0001f405']"

23rd April 2018,"[b'\\U0001f61a', b'\\U0001f369', b'\\U0001f340', b'\\U0001f618', b'\\U0001f47d']"

22nd April 2018,"[b'\\U0001f600', b'\\U0001f607', b'\\U0001f636', b'\\U0001f914', b'\\U0001f606']"

21st April 2018,"[b'\\U0001f914', b'\\U0001f607', b'\\U0001f643', b'\\U0001f480', b'\\U0001f47b']"

20th April 2018,"[b'\\U0001f600', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f604']"

19th April 2018,"[b'\\U0001f427', b'\\U0001f340', b'\\U0001f942', b'\\U0001f613', b'\\U0001f618']"

18th April 2018,"[b'\\U0001f618', b'\\U0001f642', b'\\U0001f917', b'\\U0001f911', b'\\U0001f607']"

17th April 2018,"[b'\\U0001f61b', b'\\U0001f98b', b'\\U0001f4af', b'\\U0001f607', b'\\U0001f917']"

16th April 2018,"[b'\\U0001f643', b'\\U0001f619', b'\\U0001f60b', b'\\U0001f60a', b'\\U0001f636']"

15th April 2018,"[b'\\U0001f600', b'\\U0001f437', b'\\U0001f913', b'\\U0001f427', b'\\U0001f431']"

14th April 2018,"[b'\\U0001f60a', b'\\U0001f60e', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f917']"

13th April 2018,"[b'\\U0001f596', b'\\U0001f433', b'\\U0001f351', b'\\U0001f44c', b'\\U0001f4a6']"

12th April 2018,"[b'\\U0001f913', b'\\U0001f60e', b'\\U0001f914', b'\\U0001f911', b'\\U0001f643']"

11th April 2018,"[b'\\U0001f414', b'\\U0001f413', b'\\U0001f682', b'\\u263a', b'\\U0001f411']"

10th April 2018,"[b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f914']"

9th April 2018,"[b'\\U0001f60d', b'\\U0001f47d', b'\\U0001f431', b'\\U0001f60a', b'\\U0001f60e']"

8th April 2018,"[b'\\U0001f4af', b'\\u2764', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f444']"

7th April 2018,"[b'\\U0001f431', b'\\U0001f595', b'\\U0001f635', b'\\U0001f448', b'\\U0001f91e']"

6th April 2018,"[b'\\U0001f60a', b'\\U0001f47d', b'\\U0001f436', b'\\U0001f61b', b'\\U0001f608']"

5th April 2018,"[b'\\U0001f60d', b'\\U0001f601', b'\\U0001f61c', b'\\U0001f60a', b'\\U0001f608']"

4th April 2018,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f643']"

3rd April 2018,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f49b', b'\\U0001f468\\U0001f469\\U0001f467', b'\\U0001f412']"

2nd April 2018,"[b'\\U0001f60a', b'\\u263a', b'\\U0001f61b', b'\\U0001f644', b'\\U0001f4af']"

1st April 2018,"[b'\\U0001f602', b'\\U0001f431', b'\\U0001f595', b'\\U0001f61a', b'\\U0001f984']"

31st March 2018,"[b'\\U0001f636', b'\\U0001f606', b'\\U0001f619', b'\\U0001f607', b'\\U0001f601']"

30th March 2018,"[b'\\U0001f602', b'\\U0001f61d', b'\\U0001f606', b'\\U0001f911', b'\\U0001f913']"

29th March 2018,"[b'\\U0001f434', b'\\U0001f988', b'\\U0001f607', b'\\U0001f911', b'\\U0001f425']"

28th March 2018,"[b'\\U0001f607', b'\\U0001f61c', b'\\U0001f600', b'\\U0001f60a', b'\\U0001f913']"

27th March 2018,"[b'\\U0001f61c', b'\\U0001f914', b'\\U0001f607', b'\\U0001f602', b'\\U0001f60d']"

26th March 2018,"[b'\\U0001f600', b'\\U0001f618', b'\\U0001f642', b'\\U0001f61c', b'\\U0001f60e']"

25th March 2018,"[b'\\U0001f604', b'\\U0001f609', b'\\u263a', b'\\U0001f605', b'\\U0001f644']"

24th March 2018,"[b'\\U0001f61c', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f60a']"

23rd March 2018,"[b'\\U0001f606', b'\\U0001f61c', b'\\U0001f617', b'\\U0001f601', b'\\U0001f607']"

22nd March 2018,"[b'\\U0001f617', b'\\U0001f917', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f911']"

21st March 2018,"[b'\\U0001f4af', b'\\U0001f602', b'\\U0001f44a', b'\\U0001f618', b'\\U0001f61c']"

20th March 2018,"[b'\\U0001f917', b'\\U0001f617', b'\\U0001f60a', b'\\U0001f61d', b'\\U0001f914']"

19th March 2018,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f61d', b'\\U0001f606']"

18th March 2018,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f917', b'\\U0001f431', b'\\u2665']"

17th March 2018,"[b'\\U0001f602', b'\\U0001f600', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f61c']"

16th March 2018,"[b'\\U0001f636', b'\\U0001f642', b'\\U0001f609', b'\\U0001f618', b'\\U0001f601']"

15th March 2018,"[b'\\U0001f618', b'\\U0001f917', b'\\U0001f624', b'\\U0001f623', b'\\U0001f915']"

14th March 2018,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f602', b'\\U0001f607']"

13th March 2018,"[b'\\U0001f618', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f603', b'\\U0001f642']"

12th March 2018,"[b'\\U0001f449', b'\\U0001f914', b'\\U0001f4b7', b'\\U0001f4b7', b'\\U0001f4af']"

11th March 2018,"[b'\\U0001f601', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f911', b'\\U0001f4a9']"

10th March 2018,"[b'\\U0001f600', b'\\U0001f642', b'\\U0001f60a', b'\\U0001f617', b'\\U0001f60b']"

9th March 2018,"[b'\\U0001f61c', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f60b', b'\\U0001f91e']"

8th March 2018,"[b'\\U0001f644', b'\\U0001f354', b'\\U0001f409', b'\\U0001f606', b'\\U0001f914']"

7th March 2018,"[b'\\U0001f600', b'\\U0001f98b', b'\\u2665', b'\\U0001f91e', b'\\U0001f91e']"

6th March 2018,"[b'\\U0001f911', b'\\U0001f917', b'\\U0001f608', b'\\U0001f447', b'\\U0001f47d']"

5th March 2018,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f61d', b'\\U0001f914', b'\\U0001f911']"

4th March 2018,"[b'\\U0001f60b', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f618', b'\\U0001f60d']"

3rd March 2018,"[b'\\U0001f60d', b'\\U0001f618', b'\\u2665', b'\\U0001f61c', b'\\U0001f308']"

2nd March 2018,"[b'\\U0001f917', b'\\U0001f60b', b'\\U0001f60e', b'\\U0001f914', b'\\U0001f60d']"

1st March 2018,"[b'\\U0001f917', b'\\U0001f602', b'\\U0001f642', b'\\U0001f643', b'\\U0001f61c']"

28th February 2018,"[b'\\U0001f422', b'\\U0001f369', b'\\U0001f47b', b'\\U0001f60e', b'\\U0001f437']"

27th February 2018,"[b'\\U0001f642', b'\\U0001f917', b'\\U0001f914', b'\\U0001f60e', b'\\U0001f609']"

26th February 2018,"[b'\\U0001f602', b'\\U0001f914', b'\\U0001f623', b'\\U0001f595', b'\\U0001f61d']"

25th February 2018,"[b'\\U0001f604', b'\\U0001f643', b'\\U0001f434', b'\\U0001f495', b'\\U0001f942']"

24th February 2018,"[b'\\U0001f602', b'\\U0001f911', b'\\U0001f618', b'\\U0001f60a', b'\\U0001f60d']"

23rd February 2018,"[b'\\U0001f606', b'\\U0001f308', b'\\U0001f596', b'\\U0001f431', b'\\U0001f984']"

22nd February 2018,"[b'\\U0001f602', b'\\U0001f4a9', b'\\U0001f624', b'\\U0001f595', b'\\U0001f41f']"

21st February 2018,"[b'\\U0001f642', b'\\U0001f600', b'\\U0001f607', b'\\U0001f618', b'\\U0001f60e']"

20th February 2018,"[b'\\U0001f60e', b'\\U0001f602', b'\\U0001f60b', b'\\U0001f61d', b'\\U0001f914']"

19th February 2018,"[b'\\U0001f61d', b'\\U0001f643', b'\\U0001f61d', b'\\U0001f643', b'\\U0001f914']"

18th February 2018,"[b'\\U0001f34b', b'\\U0001f34e', b'\\U0001f33d', b'\\U0001f61b', b'\\U0001f44c']"

17th February 2018,"[b'\\U0001f914', b'\\U0001f913', b'\\U0001f911', b'\\U0001f632', b'\\U0001f61c']"

16th February 2018,"[b'\\U0001f600', b'\\U0001f606', b'\\U0001f604', b'\\U0001f60b', b'\\U0001f618']"

15th February 2018,"[b'\\U0001f60d', b'\\U0001f607', b'\\U0001f60a', b'\\U0001f60b', b'\\U0001f911']"

14th February 2018,"[b'\\U0001f607', b'\\U0001f602', b'\\U0001f618', b'\\U0001f942', b'\\U0001f98a']"

13th February 2018,"[b'\\U0001f607', b'\\U0001f917', b'\\U0001f913', b'\\U0001f602', b'\\U0001f61d']"

12th February 2018,"[b'\\U0001f911', b'\\U0001f643', b'\\U0001f60a', b'\\U0001f913', b'\\U0001f60e']"

11th February 2018,"[b'\\U0001f61c', b'\\U0001f634', b'\\U0001f448', b'\\U0001f31e', b'\\U0001f4a4']"

10th February 2018,"[b'\\U0001f47d', b'\\U0001f437', b'\\U0001f435', b'\\u2764', b'\\U0001f942']"

9th February 2018,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f642', b'\\U0001f604', b'\\U0001f60b']"

8th February 2018,"[b'\\U0001f602', b'\\U0001f3f3\\U0001f308', b'\\U0001f4b7', b'\\U0001f618', b'\\U0001f643']"

7th February 2018,"[b'\\U0001f405', b'\\U0001f3f3\\U0001f308', b'\\U0001f942', b'\\U0001f431', b'\\U0001f33b']"

6th February 2018,"[b'\\U0001f60d', b'\\U0001f427', b'\\U0001f917', b'\\U0001f415', b'\\U0001f495']"

5th February 2018,"[b'\\U0001f601', b'\\U0001f31e', b'\\U0001f349', b'\\U0001f917', b'\\U0001f60d']"

4th February 2018,"[b'\\U0001f600', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f917']"

3rd February 2018,"[b'\\U0001f60e', b'\\U0001f609', b'\\U0001f60a', b'\\U0001f914', b'\\U0001f60d']"

2nd February 2018,"[b'\\U0001f47b', b'\\U0001f984', b'\\U0001f420', b'\\U0001f60d', b'\\U0001f61c']"

1st February 2018,"[b'\\U0001f911', b'\\U0001f60d', b'\\U0001f600', b'\\U0001f60e', b'\\U0001f47d']"

31st January 2018,"[b'\\U0001f604', b'\\U0001f618', b'\\U0001f913', b'\\U0001f619', b'\\U0001f60b']"

30th January 2018,"[b'\\U0001f4a9', b'\\U0001f44d', b'\\u270c', b'\\U0001f32d', b'\\U0001f443']"

29th January 2018,"[b'\\U0001f942', b'\\U0001f436', b'\\U0001f913', b'\\U0001f429', b'\\U0001f352']"

28th January 2018,"[b'\\U0001f61d', b'\\U0001f601', b'\\U0001f609', b'\\U0001f914', b'\\U0001f600']"

27th January 2018,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f917']"

26th January 2018,"[b'\\U0001f61c', b'\\U0001f917', b'\\U0001f60b', b'\\U0001f60e', b'\\U0001f911']"

25th January 2018,"[b'\\U0001f603', b'\\U0001f60b', b'\\U0001f600', b'\\U0001f601', b'\\U0001f917']"

24th January 2018,"[b'\\U0001f60e', b'\\U0001f480', b'\\U0001f3f3\\U0001f308', b'\\U0001f340', b'\\U0001f355']"

23rd January 2018,"[b'\\U0001f917', b'\\U0001f91e', b'\\U0001f416', b'\\U0001f630', b'\\U0001f601']"

22nd January 2018,"[b'\\U0001f913', b'\\U0001f607', b'\\U0001f914', b'\\U0001f609', b'\\U0001f60b']"

21st January 2018,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f60a']"

20th January 2018,"[b'\\U0001f917', b'\\U0001f427', b'\\U0001f308', b'\\U0001f60b', b'\\U0001f389']"

19th January 2018,"[b'\\U0001f602', b'\\U0001f608', b'\\U0001f911', b'\\U0001f60d', b'\\U0001f606']"

18th January 2018,"[b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f643', b'\\U0001f606', b'\\U0001f914']"

17th January 2018,"[b'\\U0001f601', b'\\U0001f60b', b'\\U0001f61d', b'\\U0001f911', b'\\U0001f60e']"

16th January 2018,"[b'\\U0001f917', b'\\U0001f431', b'\\U0001f434', b'\\U0001f608', b'\\U0001f64f']"

15th January 2018,"[b'\\U0001f60a', b'\\U0001f619', b'\\U0001f60e', b'\\U0001f914', b'\\U0001f606']"

14th January 2018,"[b'\\U0001f600', b'\\U0001f621', b'\\U0001f62e', b'\\U0001f62d', b'\\U0001f62b']"

13th January 2018,"[b'\\U0001f911', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f4a9', b'\\U0001f436']"

12th January 2018,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f61d', b'\\U0001f608', b'\\U0001f984']"

11th January 2018,"[b'\\U0001f338', b'\\u2b50', b'\\U0001f373', b'\\U0001f440', b'\\U0001f438']"

10th January 2018,"[b'\\U0001f609', b'\\U0001f643', b'\\U0001f604', b'\\U0001f61d', b'\\U0001f60e']"

9th January 2018,"[b'\\U0001f602', b'\\U0001f60a', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f634']"

8th January 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f436', b'\\u2600', b'\\U0001f61b']"

7th January 2018,"[b'\\U0001f44a', b'\\U0001f602', b'\\U0001f607', b'\\U0001f618', b'\\U0001f60d']"

6th January 2018,"[b'\\U0001f389', b'\\U0001f429', b'\\U0001f436', b'\\U0001f917', b'\\U0001f642']"

5th January 2018,"[b'\\U0001f600', b'\\U0001f917', b'\\U0001f603', b'\\U0001f61d', b'\\U0001f911']"

4th January 2018,"[b'\\U0001f61c', b'\\U0001f601', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f913']"

3rd January 2018,"[b'\\U0001f98b', b'\\U0001f98b', b'\\U0001f98b', b'\\U0001f91e', b'\\U0001f4af']"

2nd January 2018,"[b'\\U0001f419', b'\\U0001f419', b'\\U0001f419', b'\\U0001f346', b'\\U0001f419']"

1st January 2018,"[b'\\U0001f917', b'\\U0001f602', b'\\U0001f631', b'\\U0001f595', b'\\U0001f608']"

31st December 2017,"[b'\\U0001f60e', b'\\U0001f600', b'\\U0001f604', b'\\U0001f60b', b'\\U0001f609']"

30th December 2017,"[b'\\U0001f601', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f60e', b'\\U0001f61d']"

29th December 2017,"[b'\\U0001f60a', b'\\U0001f60e', b'\\U0001f619', b'\\U0001f607', b'\\U0001f61c']"

28th December 2017,"[b'\\U0001f914', b'\\U0001f914', b'\\U0001f636', b'\\U0001f914', b'\\U0001f914']"

27th December 2017,"[b'\\U0001f619', b'\\U0001f617', b'\\U0001f618', b'\\U0001f643', b'\\U0001f61c']"

26th December 2017,"[b'\\U0001f618', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f607', b'\\U0001f60a']"

25th December 2017,"[b'\\U0001f60d', b'\\U0001f609', b'\\U0001f642', b'\\U0001f604', b'\\U0001f617']"

24th December 2017,"[b'\\U0001f917', b'\\U0001f47d', b'\\U0001f634', b'\\U0001f4a9', b'\\U0001f346']"

23rd December 2017,"[b'\\U0001f911', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f984', b'\\U0001f942']"

22nd December 2017,"[b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f602', b'\\U0001f444', b'\\U0001f525']"

21st December 2017,"[b'\\U0001f427', b'\\U0001f415', b'\\U0001f355', b'\\U0001f601', b'\\U0001f917']"

20th December 2017,"[b'\\U0001f913', b'\\U0001f601', b'\\U0001f47d', b'\\U0001f632', b'\\U0001f60c']"

19th December 2017,"[b'\\U0001f917', b'\\U0001f428', b'\\U0001f340', b'\\U0001f61a', b'\\U0001f352']"

18th December 2017,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f412']"

17th December 2017,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f634', b'\\U0001f439', b'\\U0001f405']"

16th December 2017,"[b'\\U0001f600', b'\\u2764', b'\\U0001f31f', b'\\u2764', b'\\U0001f600']"

15th December 2017,"[b'\\U0001f98b', b'\\U0001f308', b'\\U0001f407', b'\\U0001f984', b'\\U0001f4a9']"

14th December 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f60e']"

13th December 2017,"[b'\\U0001f60a', b'\\U0001f438', b'\\U0001f633', b'\\U0001f914', b'\\U0001f336']"

12th December 2017,"[b'\\U0001f618', b'\\U0001f607', b'\\U0001f61d', b'\\U0001f61c', b'\\U0001f602']"

11th December 2017,"[b'\\U0001f942', b'\\U0001f35f', b'\\U0001f405', b'\\U0001f431', b'\\U0001f60a']"

10th December 2017,"[b'\\U0001f60d', b'\\U0001f606', b'\\U0001f913', b'\\U0001f4a9', b'\\U0001f608']"

9th December 2017,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f333', b'\\U0001f431', b'\\U0001f54a']"

8th December 2017,"[b'\\U0001f914', b'\\U0001f602', b'\\U0001f618', b'\\U0001f643', b'\\U0001f607']"

7th December 2017,"[b'\\U0001f911', b'\\U0001f600', b'\\U0001f601', b'\\U0001f60e', b'\\U0001f609']"

6th December 2017,"[b'\\U0001f600', b'\\U0001f917', b'\\U0001f595', b'\\U0001f623', b'\\U0001f911']"

5th December 2017,"[b'\\U0001f911', b'\\U0001f47b', b'\\U0001f47d', b'\\U0001f623', b'\\U0001f635']"

4th December 2017,"[b'\\U0001f602', b'\\U0001f600', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f914']"

3rd December 2017,"[b'\\U0001f606', b'\\U0001f60b', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f608']"

2nd December 2017,"[b'\\U0001f602', b'\\U0001f602', b'\\U0001f602', b'\\U0001f602', b'\\U0001f60d']"

1st December 2017,"[b'\\U0001f618', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f617', b'\\U0001f911']"

30th November 2017,"[b'\\U0001f61d', b'\\U0001f619', b'\\U0001f642', b'\\U0001f917', b'\\U0001f602']"

29th November 2017,"[b'\\U0001f917', b'\\U0001f61d', b'\\U0001f607', b'\\U0001f911', b'\\U0001f913']"

28th November 2017,"[b'\\U0001f917', b'\\U0001f60d', b'\\U0001f60a', b'\\U0001f911', b'\\U0001f913']"

27th November 2017,"[b'\\U0001f602', b'\\U0001f61d', b'\\U0001f60e', b'\\U0001f4a9', b'\\U0001f437']"

26th November 2017,"[b'\\U0001f607', b'\\U0001f601', b'\\U0001f603', b'\\U0001f917', b'\\U0001f60e']"

25th November 2017,"[b'\\U0001f600', b'\\U0001f609', b'\\U0001f619', b'\\U0001f617', b'\\U0001f604']"

24th November 2017,"[b'\\U0001f47b', b'\\U0001f595', b'\\U0001f984', b'\\U0001f609', b'\\U0001f4af']"

23rd November 2017,"[b'\\U0001f603', b'\\U0001f602', b'\\U0001f64f', b'\\U0001f625', b'\\U0001f607']"

22nd November 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f913', b'\\U0001f437', b'\\U0001f47b']"

21st November 2017,"[b'\\U0001f91e', b'\\U0001f913', b'\\U0001f4b0', b'\\U0001f911', b'\\U0001f942']"

20th November 2017,"[b'\\U0001f914', b'\\U0001f618', b'\\U0001f911', b'\\U0001f913', b'\\U0001f913']"

19th November 2017,"[b'\\U0001f602', b'\\U0001f914', b'\\U0001f60e', b'\\U0001f911', b'\\U0001f60d']"

18th November 2017,"[b'\\U0001f60a', b'\\U0001f60b', b'\\U0001f603', b'\\U0001f601', b'\\U0001f609']"

17th November 2017,"[b'\\U0001f60d', b'\\U0001f606', b'\\U0001f607', b'\\U0001f60a', b'\\U0001f643']"

16th November 2017,"[b'\\U0001f628', b'\\U0001f411', b'\\U0001f631', b'\\U0001f416', b'\\U0001f62c']"

15th November 2017,"[b'\\U0001f98a', b'\\U0001f389', b'\\U0001f631', b'\\U0001f64f', b'\\U0001f601']"

14th November 2017,"[b'\\U0001f619', b'\\U0001f607', b'\\U0001f606', b'\\U0001f604', b'\\U0001f61c']"

13th November 2017,"[b'\\U0001f98b', b'\\U0001f336', b'\\U0001f344', b'\\U0001f48e', b'\\U0001f984']"

12th November 2017,"[b'\\U0001f634', b'\\U0001f4a4', b'\\U0001f495', b'\\u2600', b'\\U0001f340']"

11th November 2017,"[b'\\U0001f617', b'\\U0001f917', b'\\U0001f911', b'\\U0001f609', b'\\U0001f914']"

10th November 2017,"[b'\\U0001f602', b'\\U0001f61c', b'\\U0001f911', b'\\U0001f618', b'\\U0001f60d']"

9th November 2017,"[b'\\U0001f988', b'\\u2660', b'\\U0001f4af', b'\\U0001f409', b'\\U0001f480']"

8th November 2017,"[b'\\U0001f61c', b'\\U0001f47d', b'\\U0001f412', b'\\u2665', b'\\U0001f98b']"

7th November 2017,"[b'\\U0001f61c', b'\\U0001f600', b'\\U0001f913', b'\\U0001f917', b'\\U0001f607']"

6th November 2017,"[b'\\U0001f441', b'\\U0001f60d', b'\\U0001f449', b'\\U0001f444', b'\\U0001f47b']"

5th November 2017,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f602', b'\\U0001f917', b'\\U0001f624']"

4th November 2017,"[b'\\U0001f607', b'\\U0001f911', b'\\U0001f609', b'\\U0001f60e', b'\\U0001f914']"

3rd November 2017,"[b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f600', b'\\U0001f602', b'\\U0001f609']"

2nd November 2017,"[b'\\U0001f98b', b'\\U0001f495', b'\\U0001f31e', b'\\U0001f430', b'\\U0001f917']"

1st November 2017,"[b'\\U0001f917', b'\\U0001f914', b'\\U0001f606', b'\\U0001f60a', b'\\U0001f619']"

31st October 2017,"[b'\\U0001f601', b'\\U0001f60a', b'\\U0001f618', b'\\U0001f61d', b'\\U0001f636']"

30th October 2017,"[b'\\U0001f3da', b'\\U0001f643', b'\\U0001f573', b'\\U0001f441', b'\\U0001f95a']"

29th October 2017,"[b'\\U0001f422', b'\\U0001f369', b'\\U0001f942', b'\\U0001f421', b'\\U0001f60a']"

28th October 2017,"[b'\\U0001f608', b'\\U0001f340', b'\\U0001f60d', b'\\U0001f643', b'\\U0001f606']"

27th October 2017,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f61d', b'\\U0001f607']"

26th October 2017,"[b'\\U0001f913', b'\\U0001f609', b'\\U0001f61d', b'\\U0001f606', b'\\U0001f60e']"

25th October 2017,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f60a', b'\\U0001f601']"

24th October 2017,"[b'\\U0001f601', b'\\U0001f619', b'\\U0001f618', b'\\U0001f602', b'\\U0001f61c']"

23rd October 2017,"[b'\\U0001f913', b'\\U0001f61a', b'\\U0001f605', b'\\U0001f607', b'\\U0001f911']"

22nd October 2017,"[b'\\U0001f608', b'\\U0001f64f', b'\\U0001f480', b'\\U0001f447', b'\\U0001f47d']"

21st October 2017,"[b'\\U0001f431', b'\\U0001f352', b'\\U0001f31c', b'\\U0001f308', b'\\U0001f917']"

20th October 2017,"[b'\\U0001f942', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f60e', b'\\U0001f389']"

19th October 2017,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f913', b'\\U0001f643', b'\\U0001f601']"

18th October 2017,"[b'\\U0001f607', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f917', b'\\U0001f602']"

17th October 2017,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f607', b'\\U0001f914']"

16th October 2017,"[b'\\U0001f609', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f917']"

15th October 2017,"[b'\\U0001f61c', b'\\U0001f47d', b'\\U0001f984', b'\\U0001f420', b'\\U0001f349']"

14th October 2017,"[b'\\U0001f600', b'\\U0001f607', b'\\U0001f60b', b'\\U0001f61c', b'\\U0001f61c']"

13th October 2017,"[b'\\U0001f60d', b'\\U0001f600', b'\\U0001f609', b'\\U0001f607', b'\\U0001f913']"

12th October 2017,"[b'\\U0001f618', b'\\U0001f61d', b'\\U0001f914', b'\\U0001f431', b'\\U0001f91e']"

11th October 2017,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f601', b'\\U0001f60a', b'\\U0001f917']"

10th October 2017,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f35f', b'\\U0001f942', b'\\U0001f47b']"

9th October 2017,"[b'\\U0001f61c', b'\\U0001f607', b'\\U0001f603', b'\\U0001f617', b'\\U0001f917']"

8th October 2017,"[b'\\U0001f340', b'\\U0001f31e', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f602']"

7th October 2017,"[b'\\U0001f602', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f609']"

6th October 2017,"[b'\\U0001f618', b'\\U0001f61c', b'\\U0001f601', b'\\U0001f444', b'\\U0001f61b']"

5th October 2017,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f602', b'\\U0001f642', b'\\U0001f643']"

4th October 2017,"[b'\\U0001f911', b'\\U0001f618', b'\\U0001f606', b'\\U0001f643', b'\\U0001f60e']"

3rd October 2017,"[b'\\U0001f910', b'\\U0001f495', b'\\U0001f31e', b'\\U0001f98b', b'\\U0001f64f']"

2nd October 2017,"[b'\\U0001f355', b'\\U0001f603', b'\\U0001f416', b'\\U0001f495', b'\\U0001f608']"

